0001746,0,0
0001747,0,0
0001752,0,0
0001753,0,0
0000994,0,0
0001943,0,0
0001942,0,0
0000998,0,0
0001242,0,0
0001241,0,0
0000929,0,0
0001243,0,0
0001245,0,0
0001246,0,0
0001247,0,0
0001218,0,0
0001662,0,0
0001248,0,0
0001664,0,0
0001665,0,0
0001666,0,0
0001086,0,0
0000945,0,0
0000993,0,0
0000948,0,0
0001085,0,0
0000992,0,0
0000947,0,0
0001244,0,0
0001249,0,0
0001257,0,0
0001258,0,0
0001142,0,0
0001784,3625,0
0001785,2875,0
0001787,2875,0
0001788,2875,0
0001789,2875,0
0001790,2875,0
0001791,2875,0
0001792,0,0
0001786,0,0
0001793,2875,0
0001921,0,0
0001922,0,0
0001923,0,0
0001260,0,0
0001259,0,0
0001661,0,0
0001663,0,0
0001252,0,0
0001250,0,0
0001253,0,0
0001254,0,0
0001255,0,0
0001256,0,0
0001726,0,0
0001727,0,0
0001725,0,0
0001724,0,0
0001288,830,19280
0001433,13530,750
0001434,0,3750
0001435,0,3750
0001436,0,3750
0001437,0,3750
0001438,0,3750
0001426,0,3750
0001427,0,3750
0001439,16530,0
0001440,16530,0
0001430,16530,0
0001423,16530,0
0001424,16530,0
0001425,16530,0
0001428,16530,0
0001728,0,0
0001946,0,0
0002494,22110,0
0002461,0,0
0002043,22110,0
0002046,0,0
0002042,0,0
0001645,0,0
0001643,0,0
0001659,0,0
0001125,0,0
0001657,0,500
0001656,0,0
0001655,0,500
0001654,0,0
0001653,0,0
0001652,0,0
0002387,0,0
0002390,0,0
0002388,0,0
0002391,0,0
0002392,0,0
0002395,0,0
0001651,0,0
0001650,0,0
0002407,0,0
0002406,0,0
0002411,0,0
0002419,0,0
0002420,0,0
0000909,80,84310
0001924,0,0
0001738,0,0
0001739,0,0
0001737,0,0
0001732,0,0
0001736,0,0
0001735,0,0
0001734,0,0
0002081,0,0
0002082,0,0
0002083,0,0
0002041,16530,0
0001720,0,0
0001714,0,0
0001715,0,0
0001719,0,0
0001718,0,0
0001716,0,0
0000936,0,0
0002382,0,0
0002383,0,0
0002384,0,0
0002385,0,0
0002413,0,0
0002412,0,0
0002499,0,0
0002498,0,0
0002500,0,0
0002022,28240,300
0002023,0,28240
0001801,0,300
0001804,0,0
0002024,20110,130
0001764,0,0
0001802,300,0
0001803,0,0
0001713,69840,0
0001775,69800,0
0001774,0,0
0001773,0,0
0001007,8540,0
0001449,8540,0
0001286,0,0
0001006,0,0
0001454,0,0
0002445,0,0
0001451,0,0
0001452,0,0
0001919,0,0
0001455,0,0
0001918,0,0
0001456,0,0
0001457,0,0
0001458,0,0
0001459,0,0
0001460,0,0
0002441,0,0
0001833,2540,0
0001828,5540,0
0001634,4500,40
0001625,4500,0
0001626,4500,0
0001627,0,0
0001628,4500,0
0001631,1000,0
0002442,0,0
0001632,2000,0
0001901,2000,0
0002443,0,1000
0001630,0,3000
0001905,0,0
0001907,0,0
0001906,0,1000
0001908,0,1000
0001827,0,0
0002444,0,0
0001909,0,0
0001910,0,0
0001831,0,0
0001916,0,0
0001917,0,0
0000862,0,0
0001902,0,0
0001640,0,0
0001636,0,0
0001637,0,0
0001914,0,0
0001629,0,0
0001453,0,0
0001450,0,0
0001223,0,0
0001639,0,0
0001638,0,0
0001635,0,0
0002066,0,0
0001621,0,0
0001832,40,0
0001915,0,0
0001633,0,40
0001441,0,40
0001829,0,0
0001825,0,0
0001911,0,0
0001912,0,0
0001913,0,0
0001826,0,0
0001622,0,0
0001821,0,0
0001623,0,0
0001624,0,0
0001904,0,0
0001112,0,0
0001854,0,0
0001846,0,0
0001868,0,0
0001845,0,0
0001872,0,0
0001842,0,0
0001841,0,0
0001844,0,0
0001206,0,0
0000867,500,63810
0001871,10500,0
0001111,310,28500
0001113,3990,320
0001115,3370,540
0001114,4500,0
0001870,0,0
0001869,0,0
0001101,0,0
0002030,0,500
0001867,0,500
0001658,0,0
0002381,0,0
0001644,0,0
0001757,0,0
0002114,500,285
0001767,2285,0
0002620,0,3000
0002610,1000,0
0001533,1000,0
0001464,0,0
0001534,0,0
0001536,0,0
0001465,0,0
0002619,3285,0
0001769,2285,0
0002111,0,3285
0002112,0,0
0002606,1000,0
0001770,0,0
0001771,0,0
0002609,0,0
0002113,0,0
0001772,0,0
0001468,0,0
0001537,0,0
0002618,0,0
0002612,0,0
0001462,0,0
0002115,0,0
0002616,0,1000
0001768,0,0
0001470,0,0
0002608,0,0
0001461,0,0
0002617,0,0
0002613,0,0
0002611,0,0
0001463,0,0
0001765,0,0
0001466,0,0
0002615,0,0
0002614,0,0
0001467,0,0
0001535,0,0
0001212,0,0
0001471,0,0
0001484,0,0
0000906,0,0
0001487,0,0
0001229,0,0
0001472,0,0
0002462,0,0
0001490,0,0
0000918,0,0
0000919,0,0
0001485,0,0
0001488,0,0
0001492,0,0
0001491,0,0
0001486,0,0
0001489,0,0
0000941,2875,0
0000952,0,0
0000951,0,0
0002389,0,0
0002025,0,0
0002393,0,0
0002400,0,0
0002394,0,0
0002386,0,0
0001581,0,0
0001776,305,59050
0002110,13305,0
0001811,0,0
0001810,0,0
0001779,0,0
0001778,0,0
0001780,0,0
0001251,0,28850
0001816,0,0
0001402,28850,0
0001817,0,0
0001154,555,21795
0002067,0,0
0002061,0,0
0002063,0,0
0002062,0,0
0002064,0,0
0002065,0,0
0001481,3555,0
0001482,3555,0
0001143,3555,0
0001152,3555,0
0000031,40,138005
0000032,40,0
0000881,40,0
0000961,0,0
0000882,40,0
0000928,34235,490
0001591,40,0
0001593,40,0
0003036,0,0
0001594,0,0
0001781,615,27875
0001182,0,38875
0001267,22490,0
0001783,22490,0
0002204,250,38625
0002201,375,36250
0002203,0,37250
0002202,1125,0
0001878,0,0
0001879,370,0
0001721,0,0
0001503,0,0
0001504,0,0
0002104,0,0
0002418,0,0
0002020,0,0
0002415,0,0
0002417,0,0
0001505,0,0
0002106,0,0
0001542,0,0
0001543,0,0
0001548,0,0
0001547,0,0
0001550,0,0
0001518,0,0
0001517,0,0
0001545,0,0
0001546,0,0
0001538,0,0
0001516,0,0
0001520,0,0
0001509,0,0
0001507,0,0
0001508,0,0
0001519,0,0
0001549,0,0
0001551,0,0
0001552,0,0
0001515,0,0
0001513,0,0
0001510,0,0
0001511,0,0
0001512,0,0
0001514,0,0
0001539,0,0
0001469,0,0
0001717,0,0
0002414,0,0
0002028,0,0
0002031,0,0
0002027,0,0
0001836,0,0
0002463,0,0
0001588,0,0
0002059,0,0
0000904,1830,0
0000863,1830,0
0001590,1830,0
0002103,1250,0
0002102,0,1250
0002101,0,1250
0002107,0,0
0001891,2830,40
0001900,0,2830
0002261,0,0
0002262,0,0
0002301,705,2595
0002361,0,0
0002362,0,0
0002363,0,0
0002364,0,0
0002365,0,0
0002366,0,0
0001595,0,0
0001589,0,0
0002376,0,0
0002321,0,0
0002377,0,0
0002375,0,0
0001496,200,16330
0001105,0,0
0001108,0,0
0002367,0,0
0001106,0,0
0001849,0,0
0002354,0,0
0002141,375,0
0001264,0,0
0001557,0,0
0001873,0,0
0001680,0,0
0001837,0,1000
0001660,0,1000
0002374,0,0
0002371,1000,0
0002372,1000,0
0002373,1000,0
0002567,0,1000
0002512,0,0
0002509,0,0
0002501,0,0
0002502,0,0
0002526,0,0
0002503,0,0
0002525,0,0
0002524,0,0
0002505,0,0
0002527,0,0
0002523,0,0
0002504,0,0
0002508,0,0
0002522,0,0
0002510,0,0
0002513,0,0
0002514,0,0
0002515,0,0
0002516,0,0
0002517,0,0
0002518,0,0
0002520,0,0
0002127,0,0
0002126,0,0
0002125,0,0
0002519,0,0
0001875,0,40
0001874,0,0
0002181,0,0
0002134,0,0
0002176,0,0
0002133,0,0
0002132,0,0
0002506,0,0
0002507,0,0
0002165,0,0
0002180,0,0
0002167,0,0
0002164,0,0
0002178,0,0
0002174,0,0
0002175,0,0
0002169,0,0
0002171,0,0
0002168,0,0
0002172,0,0
0002173,0,0
0002109,0,0
0002179,0,0
0002177,0,0
0002196,0,0
0002166,0,0
0002136,0,0
0002199,0,0
0001110,0,0
0002198,0,0
0002370,0,0
0002353,0,0
0001850,0,0
0001592,0,0
0002197,0,0
0002368,0,0
0002351,0,0
0002194,0,0
0002352,0,0
0002195,0,0
0002137,0,0
0002135,0,0
0001586,1830,0
0002565,180,2160
0002566,160,4000
0002572,0,4000
0002153,140,0
0002328,0,1000
0002157,0,0
0001991,0,0
0001993,0,0
0001995,0,0
0001992,0,0
0001994,0,0
0001996,0,0
0002155,0,0
0002154,0,0
0002156,0,0
0002158,0,0
0002152,0,0
0002324,0,0
0002147,0,0
0002148,0,0
0002150,0,0
0002149,0,0
0002332,0,0
0002333,0,0
0002334,0,0
0002144,0,0
0002335,0,0
0002559,1000,0
0002560,1000,0
0002556,0,0
0002528,0,0
0002151,0,0
0002140,0,0
0002146,0,0
0002329,0,0
0002320,0,0
0002331,0,0
0002326,0,0
0002314,0,0
0002145,0,0
0002325,0,0
0002142,0,0
0002330,0,0
0002313,0,0
0002143,0,0
0002315,0,0
0002319,0,0
0002316,0,0
0002337,0,0
0002338,0,0
0002339,0,0
0002340,0,0
0002465,2500,0
0002464,0,250
0002467,0,0
0001500,0,0
0002311,0,0
0002302,69760,0
0002310,69760,0
0002532,0,0
0002533,0,0
0002421,69760,0
0002422,69010,750
0002312,42050,0
0002162,57050,0
0002161,3050,0
0001541,0,0
0002318,0,0
0002317,0,0
0002551,500,285
0002552,500,500
0002553,785,0
0002554,0,0
0002545,0,0
0002546,0,0
0002182,0,0
0002468,29750,0
0002535,0,15000
0002534,0,15000
0002159,0,0
0002160,0,0
0002792,0,0
0002032,0,0
0002541,0,0
0000864,0,0
0002537,0,0
0002775,0,0
0002303,68760,0
0002841,1000,1830
0002469,0,250
0002470,0,250
0002779,0,0
0002586,0,0
0002800,40,80
0002584,40,0
0002762,40,0
0002583,40,0
0002536,13305,0
0002776,0,0
0002845,0,24295
0002073,625,15670
0002074,0,19670
0002856,3055,0
0002075,3055,0
0002531,16330,0
0002530,0,16330
0002529,0,0
0002200,0,0
0001587,0,0
0002915,0,0
0002859,0,0
0002858,0,15000
0002891,820,6485
0002034,68760,0
0002876,0,0
0002163,0,0
0002926,500,1000
0002894,0,0
0002927,0,0
0002925,0,59215
0003171,52305,910
0003773,0,138005
0002935,2170,0
0001862,2170,0
0002931,3420,0
0002879,3420,0
0002877,0,0
0003761,0,1660
0002928,125,0
0002875,0,0
0003839,0,0
0003838,0,0
0002936,68760,0
0002937,0,0
0002888,2170,0
0001269,2170,0
0002889,920,0
0002880,0,0
0002890,0,0
0002878,0,0
0002808,1830,0
0003173,1830,0
0002806,1830,0
0002902,1830,0
0003177,0,0
0003178,0,0
0003180,0,0
0003782,0,0
0000954,0,0
0003781,0,0
0002933,0,0
0002932,0,0
0002934,0,0
0003189,0,0
0003748,21610,0
0003744,0,0
0002860,0,0
0003876,580,0
0002209,0,54305
0002207,785,2500
0002208,0,0
0001889,16330,0
0002896,0,0
0003755,0,0
0003754,0,0
0003176,1830,0
0001144,0,0
0003760,0,0
0003181,0,0
0002938,0,0
0003199,0,0
0003198,0,0
0003221,175,3310
0003222,240,2500
0003758,32000,0
0003806,1830,0
0002077,2125,500
0002885,3125,0
0002078,1500,0
0002848,19670,0
0003187,15000,170
0003196,4500,0
0003195,10500,0
0003911,0,0
0003915,0,0
0003910,0,5000
0003919,0,1000
0003917,0,0
0003201,31000,0
0003203,500,500
0003564,0,0
0003565,0,0
0003237,1000,0
0003188,120,50
0003905,0,550
0003906,550,0
0003916,0,0
0003580,355,2750
0003235,620,0
0003576,580,0
0003907,0,0
0003238,0,0
0002886,3055,0
0002850,0,0
0003192,0,0
0003749,2250,805
0003861,2250,0
0003862,805,0
0003577,0,0
0002887,2250,0
0002852,2250,0
0003571,0,0
0002851,0,0
0002763,0,0
0002929,0,0
0002930,0,0
0003206,0,0
0003209,0,0
0003208,0,0
0003207,0,0
0003575,2250,0
0003626,805,0
0003625,0,0
0003622,0,0
0003623,0,0
0003639,3125,0
0003637,3125,0
0001116,1250,40
0003212,0,0
0003193,2960,0
0003644,1830,0
0003214,3285,0
0003215,1205,0
0003216,0,0
0000806,240,280
0003284,120,80
0003286,40,40
0003291,0,0
0003298,0,0
0003336,0,0
0003605,0,0
0003606,0,0
0003287,40,0
0003292,0,0
0004041,0,0
0003539,0,0
0003501,0,0
0003503,0,0
0003504,0,0
0003505,0,0
0003509,0,0
0003510,0,0
0003517,0,0
0003290,0,0
0003297,0,0
0003279,0,0
0003280,0,0
0003502,0,0
0003506,0,0
0003507,0,0
0003508,0,0
0003540,0,0
0003513,0,0
0003601,0,0
0003874,0,0
0003285,120,120
0003288,40,40
0003293,0,0
0003294,0,0
0004043,0,0
0004042,0,0
0002664,0,0
0003289,40,40
0003295,0,0
0003296,0,0
0003278,0,0
0004044,0,0
0003570,0,0
0003523,0,0
0003813,0,0
0003524,0,0
0003325,0,0
0003277,0,0
0002667,0,0
0002668,0,0
0003643,0,0
0003525,0,0
0003526,0,0
0002665,0,0
0003645,250,0
0003646,0,0
0003230,3380,40
0003647,3340,0
0003229,2800,0
0003920,0,0
0003227,0,0
0003228,0,0
0003566,0,0
0003641,0,0
0003921,118205,300
0003723,0,0
0003722,0,0
0003205,0,0
0001301,1250,500
0001302,0,0
0001303,0,0
0001263,0,0
0001310,3125,0
0001305,0,0
0001304,0,0
0001308,0,0
0001306,0,0
0001309,0,8050
0003217,8250,250
0003981,1250,0
0003985,0,0
0003986,0,0
0003983,0,0
0003210,5250,0
0003218,5250,0
0003219,6250,0
0003220,3500,750
0003984,4500,0
0003745,0,4130
0003987,0,2570
0003988,1550,0
0003989,520,0
0001159,0,0
0001311,0,0
0001178,2225,105
0003567,1000,0
0001840,625,600
0001184,0,0
0001186,0,0
0001312,0,500
0003982,0,0
0001316,1250,0
0003204,750,3750
0001313,750,0
0003966,0,0
0003724,625,0
0001314,0,1830
0001315,0,330
0001319,0,3250
0001320,250,0
0001330,0,0
0001322,750,0
0001321,250,0
0001324,750,0
0001323,0,0
0001385,0,0
0002807,67760,500
0001384,15000,0
0001383,15000,0
0003769,0,250
0003770,0,250
0003766,0,0
0001266,10000,0
0003941,10000,0
0003768,0,0
0001307,0,10000
0003767,0,0
0003950,500,1500
0003942,0,0
0003944,4160,500
0003946,4000,160
0003945,380,120
0003947,0,0
0003952,160,0
0003948,0,120
0003949,0,0
0003951,0,1000
0003957,0,0
0001365,0,0
0001364,750,0
0001342,250,0
0001341,0,0
0003617,0,67760
0002816,130,31630
0003616,18090,0
0003953,18050,0
0003613,120,49470
0003614,0,49430
0003615,0,49390
0004345,80,0
0002811,1060,330
0002813,500,1790
0002817,500,2250
0002819,515,2545
0001345,250,0
0001346,250,0
0001348,1500,0
0001347,1500,0
0003747,0,0
0003618,11515,0
0002818,0,13545
0003619,0,13545
0003620,0,13545
0002820,13215,0
0002812,500,6250
0004344,500,500
0004343,0,0
0004342,500,500
0002809,500,500
0003725,6750,240
0003764,250,9500
0002215,0,0
0003969,0,0
0003923,122205,500
0003924,121175,530
0003922,1250,300
0003939,0,3125
0003928,0,0
0004379,0,3125
0004369,0,625
0003632,500,0
0003245,0,0
0003633,500,0
0003569,0,0
0001168,0,0
0003962,805,34370
0003961,0,46370
0003963,500,38305
0003726,2000,0
0003727,500,500
0003729,0,0
0003728,0,0
0004355,39285,0
0000852,500,250
0000841,500,240
0000853,0,0
0000854,250,0
0003250,250,0
0004350,250,0
0001356,250,355
0004359,0,0
0001338,0,0
0001331,40,40
0001362,0,0
0001363,0,0
0001317,0,0
0002635,220,13150
0002636,8720,500
0002637,960,25190
0002638,1940,360
0002639,610,1000
0002640,0,26190
0000820,0,26190
0000816,0,26190
0000815,0,26150
0000814,0,26150
0000813,0,26150
0000808,750,500
0003301,2520,250
0003303,3750,0
0003847,0,580
0003846,0,0
0001355,0,0
0003305,3000,250
0003825,2500,0
0003306,0,0
0003307,0,0
0003304,0,0
0001358,0,0
0003302,2270,0
0002724,13000,30
0002693,0,0
0001343,1800,0
0001344,0,0
0002627,675,2500
0003241,250,5000
0002694,500,500
0003561,500,0
0003562,0,1000
0003225,0,0
0003240,1500,0
0003226,0,0
0003321,515,0
0003322,2515,0
0003329,2515,0
0003323,0,0
0003332,0,2000
0003338,0,0
0003339,0,0
0003334,0,0
0003335,0,0
0000801,2000,215
0003333,0,2215
0001349,0,0
0000805,0,0
0000803,0,0
0000804,0,0
0002634,4000,0
0003958,0,0
0003609,0,0
0003772,0,0
0003340,0,0
0003341,0,4130
0003342,0,3130
0003343,0,130
0003344,0,0
0003345,0,0
0003634,500,0
0002729,0,0
0000822,0,0
0002710,0,0
0002713,0,0
0002712,0,0
0002708,0,0
0000839,0,0
0000831,0,0
0001169,0,460
0000857,0,750
0002734,2850,90
0002733,0,34265
0002732,785,3750
0002731,0,2000
0002720,0,2000
0002719,2000,0
0003912,0,0
0002736,0,0
0002740,0,0
0002691,0,0
0002692,0,0
0002645,370,0
0002644,370,0
0003959,230,53020
0003383,32190,0
0003382,380,22390
0003362,1045,0
0002716,0,0
0001379,0,0
0003242,0,0
0004303,40,0
0004304,0,0
0002666,750,500
0001353,2000,750
0003331,2500,0
0003324,0,2500
0003393,1000,0
0003399,0,0
0002669,0,1000
0003337,0,0
0004305,0,0
0004306,0,0
0002663,0,0
0000838,0,0
0004203,0,1000
0004213,0,0
0000823,0,0
0003308,1750,0
0003309,1750,0
0001158,0,0
0002705,0,0
0002704,370,0
0002684,0,0
0002707,0,0
0003463,370,0
0002703,0,0
0003464,0,0
0002706,370,0
0002683,0,0
0002681,0,0
0004193,0,0
0003631,0,0
0004069,0,0
0002690,500,1000
0004405,10000,0
0002689,1000,500
0002688,0,0
0002686,1000,0
0002685,0,500
0001335,1000,0
0001336,0,1000
0001340,500,0
0001339,0,0
0001376,0,0
0004403,0,0
0004404,0,0
0004406,0,0
0003421,0,0
0003425,0,0
0003426,0,0
0003423,0,0
0003433,0,0
0003428,0,0
0003432,0,0
0003434,0,0
0003424,0,0
0003427,0,0
0003430,0,0
0003429,0,0
0003431,0,0
0001057,190,12000
0004265,700,1490
0001058,120,580
0004263,0,1490
0001059,470,1020
0003246,0,0
0001354,0,120
0001060,0,0
0004262,0,580
0004264,120,0
0001056,510,140
0002650,0,0
0001377,0,0
0001378,0,0
0000860,0,0
0002648,0,0
0003476,0,0
0003477,0,460
0004410,0,0
0003475,0,0
0004411,0,0
0004408,0,0
0004407,0,0
0000230,0,0
0001483,0,0
0004482,250,0
0001175,0,0
0003262,1420,580
0003263,580,500
0003264,670,1250
0003265,0,0
0003266,0,0
0003267,0,0
0003268,0,0
0003269,0,0
0003270,0,0
0003271,0,0
0003272,0,0
0003273,0,0
0003274,0,0
0003452,0,0
0003259,0,3000
0002680,0,0
0003260,0,0
0003256,3150,0
0003257,0,0
0003258,0,960
0003254,960,0
0003255,0,960
0004172,0,0
0002730,0,0
0004173,760,0
0004147,0,0
0004176,0,0
0003480,0,0
0002727,0,0
0003488,0,0
0003398,1000,0
0003389,0,0
0003400,0,1500
0002670,0,500
0004313,0,0
0003392,0,0
0004314,0,0
0003441,0,1240
0002725,0,0
0004320,0,0
0004319,0,0
0004309,0,0
0001350,0,0
0004310,0,0
0000835,0,0
0004315,0,0
0004316,0,0
0000836,0,0
0004317,0,0
0004318,0,0
0003391,0,0
0004180,1750,0
0004179,750,1000
0004083,0,750
0004178,0,0
0004084,0,0
0004086,18000,0
0004087,0,5000
0004088,0,5000
0004085,0,1000
0003607,0,0
0003310,1250,0
0003311,1000,0
0004142,0,0
0001045,0,0
0001046,140,0
0003458,0,0
0004100,1000,0
0004099,0,0
0004089,0,0
0004090,0,13000
0004094,2000,0
0004091,0,0
0004092,0,0
0004093,0,0
0004095,150,0
0004096,0,0
0004097,0,0
0004098,0,0
0004218,0,0
0004220,1000,0
0004219,0,0
0004058,225,0
0004325,2000,0
0004322,0,0
0004323,0,0
0004321,0,0
0004326,0,1000
0004327,0,0
0004328,1000,0
0004329,0,0
0004324,0,0
0004331,0,0
0004330,0,0
0004332,0,0
0004333,0,0
0004334,0,0
0004335,0,0
0004336,0,0
0004337,0,0
0001359,0,0
0004045,870,1140
0004048,4790,40
0004054,6000,750
0004055,0,0
0004046,1040,60
0004049,500,500
0004053,20,0
0004056,0,1000
0004057,0,0
0002538,0,53390
0004483,12130,260
0004484,17130,0
0004485,2760,500
0004486,0,500
0004487,2760,0
0004488,85,15045
0004489,0,0
0004490,0,0
0004491,0,500
0004492,0,0
0004493,2760,0
0004494,0,0
0004495,0,0
0004496,0,16045
0004497,1085,0
0004498,0,0
0004500,0,0
0004502,72965,0
0004503,120,73845
0004504,0,120
0004505,0,0
0004506,0,0
0004508,0,73845
0004509,0,0
0004510,0,0
0004507,0,0
0004501,0,0
0004512,0,0
0004513,120,73725
0004499,750,18430
0004514,120,0
0004515,0,120
0004516,0,0
0004517,0,0
0004518,0,0
0004519,0,0
0004520,0,0
0004521,0,73725
0004522,0,73725
0004523,0,73725
0004524,120,0
0004525,0,0
0004526,120,0
0004527,120,0
0004528,0,120
0004529,0,73725
0004530,0,0
0004531,0,0
0004532,670,57055
0004533,2630,40
0004534,670,4960
0004535,670,0
0004536,670,0
0004537,120,0
0004538,4960,0
0004539,4960,0
0004540,600,4360
0004541,3000,40
0004542,3000,0
0004543,3000,0
0004544,3000,0
0004545,0,40
0004546,40,0
0004547,0,0
0004548,65015,40
0004549,65015,0
0004550,64645,250
0004551,64645,0
0004552,64645,0
0004553,0,0
0004554,0,0
0004565,0,0
0004555,0,0
0004566,0,0
0004556,0,0
0004557,0,40
0004558,0,0
0004559,0,40
0004560,0,40
0004567,0,0
0004561,0,0
0004568,0,0
0004562,0,0
0004563,0,0
0004564,0,0
0004569,0,0
0004570,0,0
0004571,0,1000
0004572,0,0
0004573,0,0
0004574,1000,500
0004575,0,0
0004576,0,0
0004577,140,500
0004578,120,0
0004579,0,0
0004580,0,0
0004581,0,0
0004582,0,0
0004583,0,0
0004584,0,0
0004585,550,0
0004586,0,0
0004587,0,0
0004588,0,0
0004589,0,0
0004590,0,0
0004591,0,0
0004592,0,0
0004227,80,0
0004981,0,0
0004963,0,0
0004964,0,1000
0004965,0,0
0004966,0,430
0004967,0,0
0004968,120,0
0004969,0,0
0004970,6430,0
0005046,6430,0
0005047,0,0
0004971,1000,0
0004972,2700,0
0004973,2500,0
0004974,330,0
0004975,0,100
0004976,0,0
0004977,64545,0
0004978,960,400
0004979,0,400
0004980,960,0
0004982,370,14040
0004983,1750,0
0004984,0,17000
0004985,0,17000
0004986,0,1250
0004987,0,0
0004988,495,43175
0004989,5495,495
0004991,4980,0
0004990,1000,980
0004992,1000,0
0004993,980,0
0004994,48665,190
0004995,0,0
0004996,560,30065
0004997,1060,500
0004998,60,2000
0004999,0,1500
0005000,0,0
0005001,1000,0
0005002,0,1500
0005003,500,0
0005004,0,0
0005005,0,1000
0005006,1500,0
0005007,1970,30
0005008,620,1700
0005009,490,25
0005010,0,0
0005011,0,0
0005012,625,875
0005013,0,0
0005014,200,3870
0005015,0,3750
0005016,390,600
0005017,0,0
0005018,0,0
0005019,0,0
0005020,945,4100
0005021,0,20100
0005022,400,125
0005023,625,18600
0005024,0,0
0005025,3620,980
0005026,0,0
0005027,9975,970
0005028,420,1545
0005029,0,970
0005030,0,0
0005031,0,970
0005032,4420,500
0005033,4295,0
0005034,4170,0
0005035,0,0
0005037,1650,0
0005038,1550,0
0005039,1450,0
0005040,100,0
0005041,0,0
0005042,14000,0
0005043,0,0
0005044,0,0
0005045,580,0
0005049,0,0
0005050,0,0
0005051,0,0
0005052,0,0
0005053,0,0
0005054,0,0
0005055,0,0
0005056,0,0
0005057,0,0
0005058,250,125
0005059,0,0
0005060,0,0
0005061,9420,0
0005062,0,0
0005063,0,0
0005064,0,0
0005065,125,0
0005066,4050,0
0005067,1375,125
0005068,865,1000
0005069,0,0
0005070,0,850
0005071,0,750
0005072,250,0
0005073,100,0
0005074,125,125
0005075,250,250
0005076,250,250
0005077,0,0
0005078,0,0
0005079,500,500
0005080,0,100
0005081,500,1000
0005082,0,0
0005083,0,0
0005084,0,0
0005085,0,0
0005086,0,0
0005087,0,0
0005088,500,0
0005089,0,500
0005090,0,500
0005091,0,0
0005092,0,0
0005093,0,0
0005094,0,500
0005095,0,0
0005096,0,500
0005097,0,0
0005098,0,0
0005099,0,0
0005100,0,0
0005101,0,0
0005102,0,0
0005103,0,0
0005104,0,0
0005105,15000,0
0005107,0,0
0005108,0,0
0005109,0,0
0005110,0,0
0005111,0,0
0005112,0,0
0005113,0,0
0005114,125,500
0005115,0,0
0005116,0,0
0005117,0,0
0005118,0,0
0005119,0,0
0005120,750,0
0005121,750,0
0005122,0,0
0005123,0,0
0005124,0,0
0005125,750,0
0005126,0,5625
0005127,0,625
0005128,1000,0
0005129,0,0
0005130,0,1625
0005131,0,625
0005132,0,0
0005133,0,0
0005134,0,1380
0005135,0,0
0005136,500,0
0005137,0,0
0005138,0,0
0005139,0,0
0005140,0,0
0005141,500,0
0005142,0,0
0005143,0,0
0005144,0,0
0005145,1250,0
0005146,0,0
0005147,500,100
0005148,0,0
0005149,0,0
0005150,250,0
0005151,0,0
0005152,500,0
0005153,0,0
0005154,0,0
0005155,0,0
0005156,0,0
0005157,0,0
0005158,0,0
0005159,0,0
0005160,0,0
0005161,0,0
0005162,0,0
0005163,0,0
0005164,0,0
0005165,0,0
0005166,250,375
0005167,125,0
0005168,0,0
0005169,0,0
0005170,0,0
0005171,0,0
0005172,0,0
0005173,0,0
